net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
glammedia	235681100	bluray-dealz.de	682675663	84954	18995	23404	2189
beead	104260390	rummyworld	701977993	1951	240	359	123
yahoo	796370964	lastfm.de	719253591	1433165	355438	485403	167326
beead	104260390	play3-live	756867241	6035	3734	4431	1572
webads.it	1609693476	wiitalia.it	766527815	47729	12274	15733	4566
LPM_FranceTV	1003426551	LPM_FranceTV_france4	815690618	245196	83315	114730	48078
glammedia	235681100	games-news.de	826773647	68838	15313	19662	3687
glammedia	235681100	fashion-insider.de	830234671	5003	3177	3656	1482
ASMI	1569905102	red-carpet.de	857250161	28560	17014	19820	8171
OMS	1615459509	mein38.de	883629688	8436	3434	4183	2170
adscale	1660240041	adscale_video	909564204	4552182	2391124	2968916	1285398
Unister	2020431744	news.de/unister	1012159651	1208	511	601	143
iqdigital	223088769	vdi-nachrichten.de	1077711844	175199	51178	68762	22509
Hi-Media	2000907398	ntv-tennis.de	1084080009	671	330	435	196
OMS	1615459509	donaukurier.de	1085681688	185866	24491	34723	9120
OMS	1615459509	aachener-nachrichten.de	1087128184	260479	57518	80983	18325
iqdigital	223088769	handelsblatt.com	1107525252	7651593	1659696	2184866	554685
RMSI	498868272	blickpunkt-suedamerika.com	1111070355	219541	20454	34973	1112
ENED_Newsphone	451122559	vrisko.gr	1188683426	1582447	182609	387957	260349
freeXmedia	1516487384	spieleradar.de	1203769915	186000	67458	93648	46604
webads.it	1609693476	autoscout24.it	1343393415	29749741	3317018	4194281	531473
HTTPool_SR	974965399	politika.rs	1352389434	712075	102802	186212	73785
ARBOmedia_PL	651342010	Memgenerator.pl	1445761341	68828	14265	21159	11401
SevenOne Media MAGIC (3rd party Video)	842055044	bildderfrau.de_SevenoneVIDEO	1453262695	1472	305	620	310
Horyzon	2115894781	rfi.fr	1460284672	705813	262348	317916	121529
LPM_LeFigaro	627225677	LPM_LeFigaro_lachainemeteo	1469856272	1944614	458418	656038	235963
Goldbach Media	177654511	playit.ch	1482194002	8	0	1	1
SevenOne Media	1272195681	songtexte.com	1528689188	982009	194922	317865	179819
HTTPool_BG	1782510139	travelblog.bg	1536098494	1063	260	363	227
BauerMediaKG	626259911	intouch.wunderweib.de	1547478634	3466207	1214540	1521930	476385
Goldbach Audience	2137767787	wetter.tv	1612776718	137595	12774	22097	6423
glammedia	235681100	clubfans-united.de	1614389711	16476	4320	5781	1170
Styria	1995838100	liferadio.at	1617866807	31523	6026	10415	5099
Berlingske_Improve.dk	337095757	improve.berlingske.dk	1648368560	15354755	4723601	5618986	725727
Numbate	1827486200	vulgaris-medical/numbate	1672641019	12	9	10	8
beead	104260390	dollandthecity	1689361609	226	37	76	48
stroeer_digital_media	571289945	speedreport.de	1704429820	22490	6717	11047	4309
Berlingske.dk	706025601	dagbladet-holstebro-struer.dk	1730355588	56142	18734	23117	5854
IGN	1381851871	askmen.com	1737935138	3669650	1135690	1432432	87971
ARBOmedia_RO	940807539	badpolitics.ro	1739145174	1024	729	834	554
HTTPool_BG	1782510139	creditland.bg	1740093886	3541	814	1373	912
JP.dk	160495700	jp.dk	1768921527	6104999	1672920	2067182	358126
ARBOmedia_CZ	1534363118	kinobox.cz	1800515537	230887	39569	72082	31016
ENED_Attica_mobile	2111071951	yupiii.gr	1805790162	221452	13303	29604	18641
LPM_Lagardere	2039924353	LPM_Lagardere_parismatch	1812541924	2230239	883285	1053339	309719
ENED_Capital	2008089533	capital.gr.msn.com	1817105408	39461	12490	17138	10580
stroeer_digital_media	571289945	autoanzeigen.de	1831333692	2770	526	773	181
HTTPool_SI	1826838282	podnapisi.net	1835674509	474425	27207	61749	22213
Media Group One	973144413	Frauen	1894555680	14857076	2621397	3516322	1126110
DK-BEI_CONTAINER	896712678	BEI-ibckurser.dk	1923798153	11920	2622	3740	1179
LPM_Amaury	1218387167	LPM_Amaury_lequipe21	1942867810	199095	59348	89058	33030
glammedia	235681100	dasheimwerkerforum.de	1958425007	30877	20490	23843	12510
HTTPool_AUT	1403101264	viennahighlights.com	1986826419	588	160	241	59
OMS	1615459509	wiesbadener-kurier.de	1997311512	260500	62082	87746	24917
Smartclip	35854137	rautemusik/smartclip	2009757244	30466	5915	11041	5842
RMSI	498868272	radioessen.de	2012018771	66310	13911	21112	6380
SevenOne Media MAGIC (3rd party Video)	842055044	comedy-videovalis.tv	2026976263	1640	711	1023	671
SevenOne Media	1272195681	bundesliga.de	2029263140	3047625	420789	792322	305023
ARBOmedia_PL	651342010	kobieta.dlastudenta.pl	2031133437	31081	14350	17291	11609
LPM_FranceTV	1003426551	LPM_FranceTV_france5	2039603482	2035893	709300	950264	323696
beead	104260390	stephyprod	2073501801	4933	1057	1746	730
BEI_container_Post	1253937408	roseversand-fahrraeder.de	2135484995	120922	25116	37574	9635
Jubii.dk	224986932	studieportalen.dk	3496132	3	1	2	2
IP-Deutschland	2059506885	vox.de	52498421	1696233	475626	688891	232537
Smartclip	35854137	intergi/smartclip	57354025	182757	65225	103022	67501
OMS	1615459509	helmstedter-nachrichten.de	75753893	27689	5299	8470	2884
24media	832047503	contra.gr	91603679	6498725	542938	805109	211515
ARBOmedia_PL	651342010	meczyki.pl	102843178	4146008	201003	549102	295151
glammedia	235681100	blockstore.net	128631900	1244	695	834	250
ARBOmedia_PL	651342010	video.anyfiles.pl	193326026	2839335	263627	502701	281336
UMM	1576777680	perlentaucher.de	226268064	255879	89935	115798	37609
ARBOmedia_PL	651342010	sexpytania.pl	279972778	4970	1619	2435	995
MSN	2072193066	money.de.msn.com	290392410	2018357	167187	276645	143167
stroeer_digital_media	571289945	ltur.de	298423049	417427	141822	206789	75912
HTTPool_UA	1388958105	vnutri.info	303103433	956220	164615	299502	100326
LPM_Amaury	1218387167	LPM_Amaury_lequipemag	326308815	127578	46839	64334	30107
glammedia	235681100	perfekt-schminken.de	327479740	50513	21433	28347	12663
Hi-Media	2000907398	rtv.de	362795798	266093	62900	89450	31897
iqdigital	223088769	giga.de	420320849	1561351	667088	868753	281581
RMSI	498868272	radiolausitz.de	427659104	20573	3941	6497	2817
ARBOmedia_PL	651342010	gry-dladzieci.pl	465974954	865019	47266	120379	84532
RMSI	498868272	radio.de	493825440	2412338	323356	604643	221664
ARBOmedia_PL	651342010	HR.pl	587947146	1872	411	936	261
ARBOmedia_PL	651342010	onephoto.net	598554282	58696	8006	10196	1496
ARBOmedia_PL	651342010	zombiak.pl	700836074	61437	1919	4059	2018
HTTPool_BG	1782510139	zar.bg	710084875	3062	1350	1790	1139
beead	104260390	recette-dessert	788030358	639	302	412	223
glammedia	235681100	kosmetik-24.info	797198684	227	136	165	83
BEI_container_CEE	53552772	espumisan.pl/o-wzdeciach-bez-zadecia	818024276	1246	544	752	559
dba.dk	1282754190	bilbasen.dk	875042878	6328353	1547678	1732163	151561
OMS	1615459509	verlagshaus-jaumann.de	912271557	57667	12645	17549	5761
glammedia	235681100	farmeramafans.de	946423420	103240	6651	14592	5729
ARBOmedia_PL	651342010	e-banki.com	955117802	4866	2962	3646	2347
AbcStartsiden_NO	1974373083	trening.no	966065163	79475	42800	50599	11586
Clipkit	1934213317	spilgames.com/clipkit	1038167573	6189189	301116	771820	324869
Berlingske.dk	706025601	aoa.dk	1076861809	53757	26478	31219	7752
freeXmedia	1516487384	crossmagazin.de	1088551624	94893	29570	39113	9626
OMS	1615459509	nwzonline.de	1096566693	1197870	278199	394607	148750
glammedia	235681100	hauptstadtmutti.de	1120062652	3174	1730	1930	290
Omnimedia	1629972935	immoscout24.ch/en	1145237655	2551	1214	1576	548
RMSI	498868272	89.0rtl.de	1160762176	55846	14583	24752	11766
Clipkit	1934213317	magazine.de/clipkit	1200155605	779246	232470	334226	162558
LPM_Lagardere	2039924353	LPM_Lagardere_public	1203768817	4430099	1348407	1721240	520277
Goldbach Audience	2137767787	schoolnet.ch/fr	1263543931	2187	521	737	199
ARBOmedia_PL	651342010	blog4u.pl	1264305578	21755	8643	10515	4322
freeXmedia	1516487384	handball-world.com	1336260296	383595	103206	132123	25153
ARBOmedia_PL	651342010	viggo.pl	1336503754	8714	3340	4726	2971
ekstrabladet-Video.dk	1022976999	video.ekstrabladet.dk	1356379543	6506299	1858332	2655070	822966
Billboard cz	622310829	billboard exchange network	1513606589	8474664	581752	1088036	353104
glammedia	235681100	hochaufgeloest.de	1543670236	72	44	46	8
freeXmedia	1516487384	fischentv.de	1553352616	176726	5769	13858	3205
ARBOmedia_PL	651342010	zycze.pl	1642305642	9475	2006	3923	2264
Smartclip	35854137	mindjolt/smartclip	1680181481	141046	7953	22539	13897
iq_digital_mobile	480104072	mobil.weka.de	1765738328	530566	134644	219487	134096
OMS	1615459509	mittelhessen.de	1775258213	364580	49745	82819	31929
freeXmedia	1516487384	trackmyrace.com	1843718536	26657	4346	6561	1801
ENED_DOL	212246380	tanea.gr	1887545564	2318003	416077	583807	241610
glammedia	235681100	hochzeit-paradies.de	1918620220	3853	1181	1888	1100
Smartclip	35854137	dshini.net/smartclip	1920886985	433634	11694	15009	1860
glammedia	235681100	bolly-wood.de	1929863740	10711	2718	4209	2141
smartclip_italy	1471916694	fanpage.it	1944967654	2062229	396661	689492	383344
Smartclip	35854137	audimark_radios/smartclip	1947921961	37475	8632	15463	9548
adselect	567149294	bauen-wohnen-aktuell.de	1958563070	640813	37813	60603	1761
freeXmedia	1516487384	balancetv.de	1998066184	67823	3674	8801	2509
glammedia	235681100	ps3-talk.de	2019203324	46491	22288	28013	13085
glammedia	235681100	richtigteuer.de	2024874044	8645	4990	5767	2076
medienhaus.com	435938190	woche.at/medienhaus	2083442430	1645548	217804	259500	47313
webads.it	1609693476	skyscanner.it	2114068308	4201279	622545	833397	130414
glammedia	235681100	vidanullvier.de	2121389596	1919	950	1157	424
OMS mobile	2119689184	emsdettenervolkszeitung.de	2137771408	16333	1854	3539	2196
SevenOne Media	1272195681	motortalk.de	2140595761	5635803	950604	1528890	677112
Goldbach Audience	2137767787	ronorp.net	38114841	337012	135263	154314	20626
24media	832047503	redplanet.gr	47360797	1699221	123264	203875	66785
Advideum	200472159	Advideum-network	51453005	9359661	2830687	4566425	2171060
IP-Deutschland	2059506885	zaga.de	93709555	260823	28772	55933	21673
stroeer_digital_media	571289945	babyclub.de	98981575	365720	109855	138353	43984
stroeer_digital_media	571289945	router-forum.de	112385671	37947	19445	24414	10451
freeXmedia	1516487384	usp-forum.de	140489318	120067	61379	77559	33619
glammedia	235681100	appdamit.de	152132826	16089	8497	10861	4203
HTTPool_RO	651835008	femina.rol.ro	206708718	200920	34190	65006	25067
glammedia	235681100	journelles.com	220422330	1116	517	648	129
ARBOmedia_PL	651342010	Opracodawcach.pl	246531304	2028	599	852	483
OMS	1615459509	zeitungen.boyens-medien.de	253267267	36411	8619	12575	4640
ARBOmedia_PL	651342010	wybrzeze.com.pl	266141256	2356	1075	1617	642
UMM: eCommerce Network	1366369977	berlin-ticket	288980903	1113	365	526	233
OMS	1615459509	hellwegeranzeiger.de	341952483	107035	11547	21982	5129
LPM_LaNouvelleRepublique	2077908695	LPM_LaNouvelleRepublique_centrepresse	349170469	100192	28661	38664	16365
glammedia	235681100	gossip247.de	375722650	77	62	66	33
stroeer_digital_media	571289945	myspass.de	432716711	417163	124691	170596	55437
Styria	1995838100	typischich.at	432984482	130367	22708	28640	6566
RMSI	498868272	radioerzgebirge.de	490391902	2695	573	937	439
glammedia	235681100	waeiskiani.com	495014490	3294	1634	1910	330
RMSI	498868272	radiokw.de	558549886	30215	5871	9447	3488
BauerMediaKG	626259911	wohnidee.wunderweib.de	568721045	174053	62514	83236	30033
OMS	1615459509	leipzig-live.com	579318947	8480	1377	1992	532
ENED_Naftemporiki	1400476319	pestaola.gr	590440205	87241	18254	27741	14846
LPM_GMC	1997387604	LPM_GMC_cosmopolitan	604136450	1420600	383942	581577	223251
ARBOmedia_RO	940807539	divahair.ro	652379873	12	3	5	3
ENED_Attica_mobile	2111071951	madamefigaro.gr	655156125	24632	2188	4931	2280
beead	104260390	1001-citations.com	655407060	13065	3686	5087	1814
ARBOmedia_PL	651342010	gry-dla-dzieci.pl	674205544	6178	1076	1915	1498
RMSI	498868272	917xfm.de	729559966	5944	2439	3343	1113
OMS	1615459509	fnweb.de	734989763	122101	33214	45617	14888
SevenOne Media	1272195681	wer-weiss-was.de	739148143	752130	522219	611918	363594
BEI_container_fr	671344375	ING-LEO2-preouverture	741614373	7507	4230	5519	2500
Hi-Media	2000907398	energy.de	779725844	210732	58289	91782	38605
N24.se	1403231093	modegallerian.se	795587459	79850	29665	35594	4977
medienhaus.com	435938190	laendlejob.at	804652668	279346	42624	55622	10845
OMS	1615459509	badische-zeitung.de	806285923	2555791	452895	662982	180911
glammedia	235681100	sparpanda.de	824313818	15	6	9	8
OMS mobile	2119689184	trainer.pz-news.de	835046766	241	19	45	29
LPM_GroupeSO	560138712	LPM_GroupeSO_midilibre	843067718	4842762	948684	1239147	328210
mobile.eu	1434709001	mobile.eu	846537975	2	2	2	1
beead	104260390	laminutedemelanie	856868564	5495	2251	3251	1442
OMS mobile	2119689184	swp.de	888063470	248756	55075	88155	58606
24media	832047503	oneman.gr	908751389	798418	202966	303866	159996
SevenOne Media	1272195681	lokalisten.de	944294991	3285598	164095	210854	22700
ARBOmedia_PL	651342010	blogasek.pl	954616520	3107	2092	2456	944
glammedia	235681100	zelluloid.de	978355354	8	2	4	4
Goldbach Audience	2137767787	netlog.com/de	984132281	1004141	84321	96267	7167
MSN	2072193066	msn_partnernetwork	1007786648	60116	47463	53046	34682
OMS	1615459509	all-in.de	1068065539	576576	108829	154271	44137
beead	104260390	basket-infos	1069417204	199683	73119	89532	19681
Hi-Media	2000907398	hiphop.de	1079468340	326991	122073	153331	43619
Krone.at	1129772991	sendung/haustiere	1092204173	36040	10998	15657	9665
o2.pl	867775535	Snobka.pl	1106898749	31	3	5	5
HTTPool_SR	974965399	vreme.com	1130141125	168336	49308	67332	31868
Jubii.dk	224986932	dindebat.dk	1140856546	1171370	522002	567252	106547
glammedia	235681100	literaturnetz.com	1164755386	906	474	588	292
Hi-Media/Video	1365112729	filmstarts.de/himediavideo	1201740391	62888	31369	35947	5227
glammedia	235681100	mein-lesetipp.de	1269579354	7401	3048	4032	2071
OMS	1615459509	helau.de	1293069059	4344	2049	2693	1301
SevenOne Media	1272195681	sat1.de	1340051439	4115523	486587	873580	350098
iq_digital_mobile	480104072	m.faz.net	1364201110	2913488	378266	640656	365609
AA_Pneuhage_mobile	1999148508	pneuhage-shop.de/AA	1393400394	1781	106	283	99
HTTPool_BG	1782510139	manager.bg	1436725417	347418	131692	177582	101164
ENED_Star	1167367050	star.gr-tv	1449975864	381487	33881	84950	57565
smartclip_italy	1471916694	tuttosport.it	1476416004	46875	25148	32810	16986
beead	104260390	radar-feu	1552042836	79070	10857	25772	12522
ARBOmedia_RO	940807539	romturism.ro	1579081953	232	136	178	119
adselect	567149294	clipSolution	1587076252	2236	1109	1385	434
LPM_Amaury	1218387167	LPM_Amaury_leparisien	1631181581	15678783	3020310	4112002	1293294
glammedia	235681100	lesmads.de	1650411770	78622	34477	40432	7607
Smartclip	35854137	contentone/smartclip	1670155143	127543	4056	8536	1844
ARBOmedia_PL	651342010	Lotniska.info	1687068840	36786	1150	2494	1398
smartclip_italy	1471916694	earthtv.it	1698989412	1006	228	377	183
ASMI	1569905102	WELT_MOBIL	1712169372	3487374	770265	1220839	733453
Omnimedia	1629972935	immoscout24.ch/fr	1779008565	64294	20786	27604	7596
UMM	1576777680	tagesspiegel.de	1814715390	2277643	887159	1105359	420768
pixelpark performance	977889954	bei-easycredit.de	1835898448	127141	31453	50837	17902
glammedia	235681100	maclife.de	1860489082	9	3	5	1
OMS mobile	2119689184	wn.de	1921259054	1	1	1	0
Goldbach Audience	2137767787	friendscout24.ch/fr	1929565881	29030	6289	6801	222
ARBOmedia_PL	651342010	franchising.pl	1937460936	154954	19752	31417	17378
Informedia_Hu	2088469162	haziallat.hu	1952844440	126709	43140	61128	18753
Smartclip	35854137	hamburg1/smartclip	1979410471	17468	5429	8140	4566
glammedia	235681100	mmorpg-dating.de	1982990650	854	544	642	436
ARBOmedia_PL	651342010	pomper.pl	1990657608	365655	37859	71758	47218
RMSI	498868272	nordamerikajournal.com/oms	2005881694	58966	11095	15012	1017
HTTPool_SR	974965399	autoportal.rs	2019922661	11	1	2	1
ARBOmedia_RO	940807539	foto-magazin.ro	2023992065	454	314	368	222
HTTPool_RO	651835008	besttourism.ro	2032481678	21623	5	4348	1
ARBOmedia_PL	651342010	recplay.pl	2036629992	612	408	472	179
stroeer_digital_media	571289945	xn--heizl-mua.de	2041509671	1405	202	426	160
SevenOne Media	1272195681	kabeleins.de	2045556047	572436	87717	159100	72462
Goldbach Audience	2137767787	teletext.ch/fr	2110032505	1109475	238818	265913	13622
ARBOmedia_PL	651342010	findict.pl	2115188392	41150	15975	21876	15167
HTTPool_BG	1782510139	f1racing.bg	2123013993	821	283	444	270
HTTPool_CR	70372471	mama-mami.com	22938943	32053	92	6478	58
Hi-Media	2000907398	simfy.de	44515918	4	0	1	1
ENED_24Media_mobile	659279516	macuser.gr/ENED	81792708	2144	384	745	378
UMM: eCommerce Network	1366369977	erento	137069409	21629	4	4336	0
IP-Deutschland	2059506885	gesuendernet.de	145074189	377157	214357	262144	124320
stroeer_digital_media	571289945	meetic.de	190390977	768039	71936	79957	3370
RMSI	498868272	rsa-sachsen.de	208060024	187642	22048	42359	15657
OMS	1615459509	dewezet.de	224037021	273991	55826	73088	15521
LPM_LaDepeche	1130561691	LPM_LaDepeche_ladepeche	231463875	10965450	1806247	2443652	677585
stroeer_digital_media	571289945	animemanga.de	247065857	261682	42181	62830	21920
OMS	1615459509	wz-net.de	255690909	49686	10201	14504	3758
OMS	1615459509	isenhagener-kreisblatt.de	345756093	12	12	12	0
stroeer_digital_media	571289945	festivalplaner.de	362940417	14155	3452	5253	1617
webads.it	1609693476	riza.it	413385388	516481	181863	223752	81028
BEI_LPM	852347942	Tradelab-ecotour	413485198	263130	23066	49946	26349
ARBOmedia_PL	651342010	animetv.pl	421896578	9017	1368	3164	1921
SevenOne Media	1272195681	wetter.com	424777385	17558735	1667274	4056494	1667907
ARBOmedia_PL	651342010	Ling.pl	438456546	1181040	93074	197660	88812
HTTPool_CR	70372471	fashion.hr	456175839	186324	31128	49464	21754
OMS	1615459509	schwarzwaelder-bote.de	469600541	1604779	188091	255517	69735
HTTPool_UA	1388958105	mapia.ua	498990977	754308	232473	368689	169684
adselect	567149294	homesolute.com	510250390	606265	64469	127135	20455
automobile.fr	1096135501	automobile-mobile.fr	586576501	3560713	727963	815994	58098
IP-Deutschland	2059506885	voxnow.de	679815629	4610510	601959	942196	249263
ARBOmedia_RO	940807539	badorgood.com	716161115	29115	3659	5126	1685
Politiken.dk	784554209	ibyen.dk	730912233	190263	102285	123912	41446
Smartclip	35854137	GAN_kizi/smartclip	762749633	28	24	26	19
OMS	1615459509	salzgitter-zeitung.de	800596509	124670	31509	44012	13424
Clipkit	1934213317	myvideo.de_Overlays/clipkit	802331885	14953964	1203844	1867051	502171
OMS mobile	2119689184	ksta.de	838209832	924385	106073	190614	118081
OMS	1615459509	tageblatt.de	869735357	284248	60886	82754	25594
Goldbach Media	177654511	mtv.ch/de	881895063	9982	2786	4025	1071
smartclip_italy	1471916694	class.it	895865886	7389	3333	4962	2391
ENED_24Media_mobile	659279516	deltiokairou.gr/ENED	905183172	28559	4103	9201	6590
RMSI	498868272	rt1.de	961030744	33013	8081	13009	5216
stroeer_digital_media	571289945	tvforen.de	1014852481	10	8	9	0
glammedia	235681100	pinkclusive.de	1081445684	2394	1801	2014	983
stroeer_digital_media	571289945	deutschland-spion.de	1162460705	2235310	406274	436700	17742
SevenOne Media	1272195681	motorvision.deSevenOne	1176059177	759290	531915	615742	258957
OMS	1615459509	lkz.de	1189682269	163913	34226	49365	14082
HTTPool_BG	1782510139	sportline.bg	1192205955	107802	8684	15753	7752
Omnimedia	1629972935	motoscout24.ch/it	1219249679	55715	10909	14024	2129
OMS	1615459509	owl-am-sonntag.de	1274354461	8071	1046	1466	386
Hi-Media	2000907398	kfz.at	1284033870	156	95	110	22
Smartclip	35854137	twitchtv/smartclip	1294239585	1662471	73159	130899	60998
glammedia	235681100	asianfilmweb.de	1335040564	4513	584	802	211
glammedia	235681100	teccentral.de	1385637940	5284	3259	3823	1868
LPM_Metro	1253086633	LPM_Metro_metro	1452879889	878	648	737	331
ARBOmedia_CZ	1534363118	skoly.cz	1454635030	155	62	81	26
Politiken.dk	784554209	politiken.tv	1473931977	66547	45934	53283	21631
webads.it	1609693476	ninjamarketing.it	1476669644	11	11	11	1
Goldbach Audience	2137767787	friendscout24.ch/de	1504421907	3806549	543103	579674	13625
HTTPool_BG	1782510139	sportcafe.bg	1520968163	195254	28590	49014	29429
MSN	2072193066	video.de.msn.com	1567646642	1064408	170879	322833	189172
Hi-Media	2000907398	kulturnews.de	1585232942	7	7	7	2
OMS	1615459509	lvz-online.de	1624178173	1233182	185618	259330	64790
Goldbach Audience	2137767787	kleinreport.ch	1645467699	16726	7476	9162	2951
beead	104260390	modele-cv-lettre	1672883726	1312868	156093	308094	112588
glammedia	235681100	cheaperia.de	1714289012	2045	1020	1241	614
N24.se	1403231093	bandysverige.se	1737794973	14411	4879	6842	1714
SevenOne Media MAGIC (3rd party Video)	842055044	gofeminin.de_SevenoneVIDEO	1770588396	5897	1707	2893	1354
glammedia	235681100	digitalphoto.de	1792148020	5	5	5	1
mobile.ro	29758514	mobile.ro	1795459706	28	3	6	4
OMS	1615459509	rosenheim24.de	1796750589	513972	74356	117659	28488
Hi-Media	2000907398	mobymovies.net	1799370958	1160	294	486	87
ARBOmedia_PL	651342010	webpc.pl	1809404674	23173	1686	3913	2196
OMS mobile	2119689184	mz-web.de	1820525000	441226	58332	101814	70148
beead	104260390	jeux	1826448270	12	12	12	0
Politiken.dk	784554209	tgt.dk	1859724329	183630	105919	128634	49366
beead	104260390	cheriefm	1860442574	48453	11581	18366	4532
LPM_FranceTV	1003426551	LPM_FranceTV_france24	1861460767	1263448	644954	773042	92259
Goldbach Audience	2137767787	fm1melody.ch	1913034995	12323	2754	4388	1305
SevenOne Media MAGIC (3rd party Video)	842055044	sport-videovalis.tv	1968595564	952280	245108	379994	248726
SevenOne Media MAGIC (3rd party Video)	842055044	ASMI_71iVIDEO_NEWS	1989537964	2039536	487007	918212	479216
freeXmedia	1516487384	mountainbike-magazin.de	2005816864	348995	99558	130122	30342
Smartclip	35854137	DE_Fanpage/smartclip	2043465697	28672	4958	8587	4856
BEI_tirol	1146101739	sport-lifestyle	2101086995	67	43	51	17
Goldbach Audience	2137767787	lemenu.ch/fr	2127765779	7438	2685	3234	613
SevenOne Media mobile	126188777	motortalk.de	2140595761	1077257	148848	275754	154816
viacom	1238261750	viva.tv	32548847	993810	141894	253582	115049
freeXmedia	1516487384	kidszone.de	36969841	30838	10260	14602	6700
OMS	1615459509	dzonline.de	73049390	53889	11590	17245	4899
HTTPool_BG	1782510139	mandja.com	93933300	6977	2017	2930	1824
BEI_container_Post	1253937408	Allcop-Farbbild-Service-Familybild.de	103511033	1340	245	440	213
ARBOmedia_PL	651342010	V10.pl	106570675	1016097	136576	196397	99628
freeXmedia	1516487384	pcgames.de	119257937	2899129	475343	913191	311095
ARBOmedia_PL	651342010	kobiecegadzety.pl	136391315	308918	26751	54520	37527
HTTPool_BG	1782510139	cinefish.bg	167436468	505165	22385	109663	58831
LPM_GMC	1997387604	LPM_GMC_revuevindeFR	171057901	138455	40043	58034	20222
HTTPool_BG	1782510139	edna.bg	190730452	1696753	127240	295432	196933
Goldbach Audience	2137767787	holidaycheck.ch	206902532	928398	165083	209367	38400
HTTPool_BA	1063940109	dnevnik.ba	256393190	84030	13187	24121	9878
Hi-Media	2000907398	bizimalem.de	287837151	389171	31625	39586	2124
glammedia	235681100	app-walkthrough.de	324766757	61098	34496	42721	21356
Media Group One	973144413	just2guide.com	342546806	9998	9812	9891	0
OMS	1615459509	saarbruecker-zeitung.de	343134190	329940	98717	142291	58697
OMS	1615459509	chiemgau24.de	358956174	261545	38303	61228	14962
BauerMediaKG	626259911	selbst.de	371459616	1133278	295262	413627	144654
Horyzon	2115894781	pcinpact.com	385622262	854871	207031	277116	96902
glammedia	235681100	modelsblog.info	394371205	455	296	336	142
glammedia	235681100	bellemania.de	395352805	401	201	243	95
AbcStartsiden_NO	1974373083	hvordan.no	420172852	23837	15259	17524	4482
BauerMediaKG	626259911	feierabend.de	452723328	1700771	126545	152572	12697
ENED_Attica	398373777	shape.gr	455157546	428334	29571	62966	40021
iqdigital	223088769	ariva.de	458391994	9423437	1214966	1426296	99754
freeXmedia	1516487384	funsporting.de	502109617	44937	16164	24260	11620
OMS	1615459509	rnz.de	558288942	470473	88856	128050	35261
Smartclip	35854137	dctp.tv	588442226	133190	37953	44061	8484
glammedia	235681100	lagerverkaufsmode.de	590043429	112752	57416	74519	41988
Purpur Media Test	497594209	docfinder.at/test	595396506	250812	73420	101160	45780
webads.it	1609693476	tennisitaliano.it	631531453	28344	8117	10453	2460
iqdigital	223088769	Reuters.com	656909722	401978	50108	104484	42390
ARBOmedia_PL	651342010	independent.pl	677166931	6413	3166	4093	2831
OMS	1615459509	fupa.net	706355278	2430358	492098	643748	138389
BEI_container_fr	671344375	lessablesdolonne-tourisme.com	761205296	31986	6735	10649	4482
OMS	1615459509	az-online.de	819416558	476185	89747	137492	45615
ARBOmedia_PL	651342010	edu.com.pl	825032531	1426	312	823	171
stroeer_digital_media	571289945	koeln.de	844465906	11	5	8	2
OMS	1615459509	swp.de	888063470	1291162	265907	392574	135294
BauerMediaKG	626259911	celebrity.de	935547680	37	30	33	6
HTTPool_CR	70372471	njuskalo.hr	959575184	354	3	23	14
LPM_GMC	1997387604	LPM_GMC_cuisinevinsdeFR	972468109	268318	73174	112948	42924
medienhaus.com	435938190	laendleanzeiger.at	1023145511	734075	107300	135274	20348
MSN	2072193066	de.msn.com	1029159171	54271198	4659145	9156672	3285221
mediasports	963038854	spox.com	1088540799	5601266	1370605	1754288	328340
AbcStartsiden_NO	1974373083	startsiden.no	1099568532	64435660	8342980	9624522	640610
Goldbach Audience	2137767787	travel.ch/de	1111926020	163024	46735	67212	18250
LPM_FranceTV	1003426551	LPM_FranceTV_francetvsport	1142146928	2687590	714146	998458	285791
ENED_Attica_mobile	2111071951	missbloom.gr	1162945928	194823	14929	35477	20575
LPM_Lagardere	2039924353	LPM_Lagardere_femina	1210606810	629892	168313	223770	69058
glammedia	235681100	arsano.de	1242309989	991	610	702	374
Hi-Media	2000907398	sneakerfreaker.de	1245420223	97486	46657	56193	14722
SevenOne Media MAGIC (3rd party Video)	842055044	technik-videovalis.tv	1249935005	183708	103704	128427	90672
ENED_24Media	752387581	prasinanea.gr/ENED	1267896566	899223	42078	96970	53235
HTTPool_UA	1388958105	eizvestia.com	1282788082	1659225	247198	486330	256459
Purpur Media	832539073	Mamilade.at	1310354842	68883	25016	30371	9585
kijiji.annunci.ebay.it	308960335	annunci.ebay.it	1344634792	16248139	1745961	2602280	597892
smartclip_italy	1471916694	meteo.it	1348750767	649260	351113	461282	225976
OMS	1615459509	hannover.de	1367171758	73780	22539	32469	12167
ARBOmedia_RO	940807539	hoinari.ro	1391281772	7492	4068	5189	2630
ARBOmedia_PL	651342010	opisy.com	1421478515	8624	2355	3736	2379
OMS mobile	2119689184	lampertheimer-zeitung.de	1425665369	2830	1399	1713	620
glammedia	235681100	traum-wissen.de	1448258949	52298	15698	28665	3603
stroeer_digital_media	571289945	ofdb.de	1450327026	368310	72455	100798	28453
beead	104260390	hypnoweb	1562824287	670955	177201	241925	73948
BEI_container_Post	1253937408	mytime.warenkorb.de	1570293337	1	1	1	1
