net-name	net-id	site-name	site-id	pi	one-clicks	uc	qc
Unister	2020431744	kredit.de	1448420960	4792	1598	2288	954
RMSI	498868272	news894.de	1451517456	23053	2866	5747	1937
BEI_container_fr	671344375	HM-NC-Numericable	1459020983	47678	7662	15891	8544
Goldbach Media	177654511	songtexte.com-ch	1466768367	1	1	1	1
freeXmedia	1516487384	freenet.de	1527803416	13623882	1352376	2873419	737138
glammedia	235681100	comicgate.de	1556461228	1220	520	703	310
OMS mobile	2119689184	rp-online.de	1562541280	2372094	348058	589543	380660
freeXmedia	1516487384	golfpunk.de	1564104120	161	36	60	24
smartclip_italy	1471916694	kobojo.it	1594255286	390	14	34	21
ARBOmedia_PL	651342010	Laa.pl	1597165914	24704	2564	3150	665
ASMI	1569905102	rollingstone.de	1651709678	120713	57860	71661	28518
OMS	1615459509	biallo.de	1652879253	387419	85555	124923	46612
OMS	1615459509	wz-newsline.de	1665024661	1101839	269910	363742	111359
OMS	1615459509	schwaebische.de	1687310613	1461166	319403	429600	137569
freeXmedia	1516487384	cars24tv.de	1743405144	219450	7920	16971	3670
glammedia	235681100	hintergrundbild.com	1800183180	10918	1779	2941	1303
LPM_AuFeminin	1076826962	LPM_AuFeminin_teemix	1819126290	27	15	19	10
ARBOmedia_PL	651342010	CVR.pl	1863593082	48232	18669	26713	18349
IDMnet_PL	1062038902	podroze.pl	1864379798	1	1	1	0
ARBOmedia_PL	651342010	Wyszeptane.pl	1866204954	1226	299	419	185
Berlingske.dk	706025601	radioviborg.dk	1872214945	3959	996	1576	650
glammedia	235681100	wenkewho.com	1878281644	178	107	124	28
OMS	1615459509	oberhessische-zeitung.de	1880997205	12908	2792	4254	1685
glammedia	235681100	whudat.de	1933704972	22591	11807	13773	3921
OMS	1615459509	saechsischer-bote.de	1939075189	23230	3631	4676	1939
ASMI	1569905102	welt.de	1982217550	14053021	4382283	6034543	1980697
Smartclip	35854137	mediasports/smartclip	1983500313	223974	89823	129260	71934
Goldbach Audience	2137767787	gesundheit.ch	2006114763	10891	3702	4915	1842
LPM_Amaury	1218387167	LPM_Amaury_la_parisienne	2027077567	1303356	453192	577957	260137
BEI_container_fr	671344375	ING-LEO1-page produit	2037936471	10088	6422	7720	3298
Jubii.dk	224986932	news.dk	2047027092	438506	94271	128942	35876
beead	104260390	loisirs	2048564038	52	25	35	20
glammedia	235681100	hochzeitinfos.de	2072636940	13248	4973	6795	3045
OMS	1615459509	general-anzeiger-bonn.de	2115116405	1459338	361587	470273	118693
glammedia	235681100	thisishowwerule.blogspot.de	2125158732	1718	1024	1185	314
Krone.at	1129772991	sendung/wetter	2135206335	30768	6519	12530	7203
OMS mobile	2119689184	suedkurier.de	15180379	1	1	1	1
IDMnet_PL	1062038902	globtroter.pl	44665553	1	1	1	0
BEI_container_Post	1253937408	epost.de	86653019	93685	43251	56819	24738
beead	104260390	actuanimaux.com	107298337	815067	89823	111591	14422
ARBOmedia_PL	651342010	milosne.org	121756821	4422	822	1740	770
AA_CT_Coke	891779067	coke.de	126297558	140262	68981	91626	52164
OMS mobile	2119689184	mopo.de	151257723	3150806	126965	265534	155957
LPM_LeFigaro	627225677	LPM_LeFigaro_evene	205364936	2460037	662673	872155	272443
Goldbach Audience	2137767787	pflegeportal.ch	219073062	3983	1518	2030	974
smartclip_italy	1471916694	livestream.it.pf	259709617	772639	72635	148500	52009
smartclip_italy	1471916694	africam.pf.it	283402705	3861	435	733	189
HTTPool_BG	1782510139	bgmaps.com	290025942	360806	60828	142769	95586
ARBOmedia_RO	940807539	kanald.ro	300960046	102	31	50	31
N24.se	1403231093	nyheter24.se	347932240	1385879	892825	1016132	193438
BEI_container_CEE	53552772	Bank1-main	362822943	21	4	9	7
Hi-Media	2000907398	wetter24.de	372421825	263933	45481	61875	19585
ARBOmedia_PL	651342010	Peb.pl	387033269	1283712	330574	479154	275809
ARBOmedia_RO	940807539	gds.ro	412016046	591549	65638	119064	54962
Hi-Media	2000907398	bremen.de	445740161	1453330	203045	256432	40131
ENED_Attica_mobile	2111071951	shape.gr	455157546	76488	7642	15917	9606
ARBOmedia_PL	651342010	Obiektywni.pl	463883413	61853	4534	6267	1804
ENED_24Media_mobile	659279516	olapaok.gr/ENED	470506135	167394	5723	17425	12105
Purpur Media	832539073	OEAMTC.at	478471772	519640	138059	208871	87318
stroeer_digital_media	571289945	zimmerschau.de/si	497692308	235237	45949	53336	8329
iqdigital	223088769	jetzt.sueddeutsche.de	541253052	329064	150032	179938	70030
Smartclip	35854137	hardwareclips.com/smartclip	546805044	4691	1872	3029	1383
Hi-Media	2000907398	lebensmittel-suchmaschine.de	547132321	8365	1405	2342	703
ARBOmedia_PL	651342010	reo.pl	614852341	11018	2351	3980	2795
glammedia	235681100	gamestrend.de	619786535	1148	824	939	543
HTTPool_BG	1782510139	mamaibebe.com	672351446	59266	17520	24364	16022
iqdigital	223088769	mittelstand.net	679490620	441925	144076	202067	70942
HTTPool_UA	1388958105	autobild.ua	712759636	2420	1187	1421	358
glammedia	235681100	flashgames.de	724552679	124286	11125	19488	6186
ARBOmedia_RO	940807539	pescuitmania.ro	763371310	39888	4853	10112	5208
ARBOmedia_PL	651342010	benc.pl	791661077	27972	4139	7832	5779
ARBOmedia_PL	651342010	Macronext.com	837461813	12177	746	1382	564
Jubii.dk	224986932	jubii.dk	842567119	5656655	315410	420807	61562
OMS mobile	2119689184	echo-online.de	851397851	87564	3101	8563	5573
HTTPool_BG	1782510139	moitepari.bg	877295350	142400	12569	26403	15586
TripleDoubleU	1704466471	webcams.travel	911004898	103169	32944	47388	19085
RMSI	498868272	asienjournal.com/oms	950828331	84324	14525	21438	1040
ARBOmedia_PL	651342010	fotosik.pl	952671061	1679723	167642	294571	161808
LPM_FranceTV	1003426551	LPM_FranceTV_franceO	973798770	148531	35982	53843	20941
OMS mobile	2119689184	lauterbacher-anzeiger.de	978209211	1876	771	1018	487
stroeer_digital_media	571289945	autokomplex.de	1010586612	2879	1062	1497	666
HTTPool_UA	1388958105	ukr.net	1031336244	4631518	811982	1325567	449641
HTTPool_BG	1782510139	gotvetesmen.com	1044116438	382196	48887	95111	58322
TripleDoubleU	1704466471	frankreich-experte.de	1074124802	2415	608	812	418
ARBOmedia_PL	651342010	zaliczaj.pl	1129381621	24105	11516	15633	13044
iqdigital	223088769	Sueddeutsche.de	1139925436	23585186	6538205	8003962	1412345
Smartclip	35854137	myspassatunduim/smartclip	1144077396	166697	76776	115637	69505
tape media	444385358	tape.tv	1175065865	600219	131040	234362	120223
glammedia	235681100	stylepuppe.com	1181745479	511	362	414	111
beead	104260390	programmes-cinema	1197455041	19	12	13	8
OMS mobile	2119689184	nordbayern.de	1222375963	637085	82206	133959	66437
SevenOne Media MAGIC (3rd party Video)	842055044	sevenload.com_71i	1241727903	12386	3457	4659	2283
smartclip_italy	1471916694	aol.it.pf	1269069425	35546	15577	19920	8616
HTTPool_BG	1782510139	spas.bg	1287811254	21564	5	4348	0
freeXmedia	1516487384	planetsnow.de	1385287667	92595	28698	37865	8805
SevenOne Media	1272195681	pro7.de	1436289020	5880872	1026387	1652096	648876
glammedia	235681100	beichthaus.com	1479720679	109362	25281	33963	13274
ARBOmedia_RO	940807539	piata-agricola.ro	1488348174	26432	2296	4545	2588
ARBOmedia_PL	651342010	ubieraneczki.pl	1502043125	20152	3700	7151	5832
Ringier	2078540332	si.ch	1511386695	548915	260903	307150	60902
ARBOmedia_PL	651342010	Informatorbudowlany.org	1571560917	562	373	439	251
ARBOmedia_RO	940807539	retete-gustoase.ro	1613543214	88212	38862	55331	32480
ARBOmedia_PL	651342010	sennik.net	1632136597	2299	680	1335	459
smartclip_italy	1471916694	cookaround.pf.it	1665117233	89092	76488	81606	51242
Hi-Media/Video	1365112729	aol.de/himediavideo	1673125076	8212	4611	5024	518
Smartclip	35854137	web.de/smartclip	1707763380	1224015	240699	488617	204683
LPM_NiceMatin	73977969	LPM_NiceMatin_monacomatin	1711543212	52616	16626	21269	5262
Goldbach Audience	2137767787	hochparterre.ch	1729934534	27708	14132	16138	2092
OMS	1615459509	bb-live.de	1731077072	50791	9218	13679	4047
LPM_FranceTV	1003426551	LPM_FranceTV_pluzz	1807157810	3392903	705707	1174381	481286
ARBOmedia_PL	651342010	cogdziezaile.pl	1819082741	62603	14618	21548	11641
glammedia	235681100	absolutfamilie.de	1844514599	40252	3582	6665	2801
Krone.at	1129772991	sendung/steil	1845743226	91301	14447	26137	12500
OMS	1615459509	tip-berlin.de	1885607504	144365	53168	65644	18555
ARBOmedia_PL	651342010	3gplay.pl	1915034613	558392	28735	57496	18061
Goldbach Audience	2137767787	internet-portal.ch	1923591206	774	155	238	66
HTTPool_BG	1782510139	imoti.net	1930651414	283	144	195	106
HTTPool_BG	1782510139	dechica.com	1981291446	426808	19931	45181	25175
BEI_container_CEE	53552772	espumisan.pl/pytania-i-odpowiedzi/czy-stres-moze-byc-przyczyna-wzdec	2021907327	66	26	40	31
SevenOne Media mobile	126188777	bundesliga.de	2029263140	528286	98005	195542	115299
LPM_GroupeSO	560138712	LPM_GroupeSO_sudouest	2039965267	8873860	1932883	2524011	731606
ARBOmedia_PL	651342010	Wroom.pl	2070497525	5973	1227	2268	1458
glammedia	235681100	i-love-sneakers.com	2096755463	840	333	406	164
OMS	1615459509	hildesheimer-allgemeine.de	2109043280	171938	27553	43670	12773
ARBOmedia_PL	651342010	Mybank.pl	2126887445	146609	32543	53959	32988
iqdigital	223088769	weka.de	2129882428	2485196	926582	1234938	453078
HTTPool_UA	1388958105	bazarua.net	2133686708	1372	1090	1207	121
OMS	1615459509	emsdettenervolkszeitung.de	2137771408	98392	16596	24336	5980
Smartclip	35854137	euronews/smartclip	43062382	13998	6658	8454	4977
glammedia	235681100	star-nachrichten.de	45722497	279	75	108	35
beead	104260390	aroots	100949051	11920	4748	5903	2133
BEI_container_Post	1253937408	frank-flechtwaren-conversions.de	120969557	3396	3273	3305	2216
Purpur Media	832539073	Landwirt.com	139650326	5510205	460709	641173	186044
BEI_container_Post	1253937408	weinzeche.de	147074101	17735	5040	6284	1264
Clipkit	1934213317	dailymotion_profcon/clipkit	149301530	676161	92214	158276	68705
ARBOmedia_PL	651342010	jerkbait.pl	153804335	427657	20593	27814	7199
RMS_Audio	286309840	raute.fm	230187941	39473	7573	14288	7184
DK-BEI_CONTAINER	896712678	BEI-TeliaBroadband.dk	249025147	1251	973	1039	205
ARBOmedia_PL	651342010	opowiadania.pl	252006351	17541	4612	6490	4106
glammedia	235681100	babysitter.de	260189729	44918	13757	17093	3921
ARBOmedia_PL	651342010	gwiazdunie.pl	277219343	614446	55095	87975	36344
smartclip_italy	1471916694	twitchtv.it.pf	320350443	635524	57103	102099	42451
DK-BEI_CONTAINER	896712678	BEI-auhe.au.dk	331411291	87	62	73	34
glammedia	235681100	vermieter-forum.com	332261057	62578	28424	39159	19225
ENED_24Media	752387581	cosmo.gr/ENED	345155474	385597	102068	151481	100795
freeXmedia	1516487384	freenet.de/community	363067981	111	55	75	35
Politiken.dk	784554209	pol.dk	392264790	4565376	1786446	2132164	355982
Smartclip	35854137	app_mochimedia/smartclip	436832078	619396	128940	219954	120986
glammedia	235681100	le-catwalk.de	467910369	35	2	4	2
ARBOmedia_RO	940807539	brandinfo.ro	483994152	536	177	261	99
OMS mobile	2119689184	grevenerzeitung.de	516193365	7616	1388	2389	1606
ENED_Naftemporiki_mobile	298351061	clickatlife.gr	529173546	71420	21309	33438	19650
TripleDoubleU	1704466471	fm-unit.de	553037788	55393	761	1463	522
DK-BEI_CONTAINER	896712678	BEI-Home.dk	559649979	3	1	2	2
ARBOmedia_PL	651342010	milanos.pl	563750287	779372	42461	93256	57766
iqdigital	223088769	wiwo.de	605827670	2050236	573989	753042	211024
stroeer orangedirect	834970848	klickdichschlau	630444629	361865	16361	26640	5965
HTTPool_UA	1388958105	join.ua	630974510	1737333	419774	741802	322458
Berlingske.dk	706025601	dinby.dk	670871926	70397	42910	50366	19311
Krone.at	1129772991	sendung/community	679152692	5024	1865	2684	1716
OMS	1615459509	azonline.de	680078122	74430	24179	31649	9030
glammedia	235681100	dariadaria.com	746182913	18920	8758	10242	1638
ARBOmedia_CZ	1534363118	epravo.cz	754121507	120453	38047	54996	25198
RMSI	498868272	gourmetwelten.eu	760603237	80908	13506	20680	1006
Horyzon	2115894781	aftouch-cuisine.com	785823186	223069	112286	141938	69994
ARBOmedia_RO	940807539	revistavip.net	812505384	4058	2212	2738	1571
beead	104260390	zepass	940516283	2517	1552	1896	982
freeXmedia	1516487384	bergsteiger.de	997908269	16800	5536	7695	2722
glammedia	235681100	kinofans.com	1025749985	28877	9827	14215	6714
ARBOmedia_RO	940807539	program24.ro	1029166024	109503	17927	32731	14327
N24.se	1403231093	everysport.com	1056440202	246095	103852	119791	12227
glammedia	235681100	fashionboxx.net	1078703297	1	1	1	0
ARBOmedia_PL	651342010	mbrokers.pl	1137838767	4682	1844	2347	1524
Goldbach Audience	2137767787	singles.ch	1140343648	783872	108875	125519	6233
glammedia	235681100	pinkmelon.de	1178682017	184091	66625	84792	31600
IP-Deutschland	2059506885	vip.rtl.de	1211476378	1917798	574477	724509	139852
glammedia	235681100	rezeptefuchs.de	1242713217	20156	5904	7533	2266
iq_digital_mobile	480104072	mobil.sueddeutsche.de	1248589405	4555042	590900	1039850	670741
OMS	1615459509	augsburger-allgemeine.de	1271821546	2710984	671332	893722	268164
Hi-Media	2000907398	de.dailymotion.com	1287553659	1827998	431982	580762	165387
Horyzon	2115894781	avendrealouer.fr	1291880850	2217911	366895	530191	169719
ARBOmedia_PL	651342010	ekaraoke.pl	1293032399	13499	1375	3290	1901
Nettavisen_NO	1119348670	blogg.no	1293710707	1147391	417399	499301	78698
RMSI	498868272	radiobonn.de	1325153029	37772	8581	13754	4458
BEI_container_Post	1253937408	roseversand-topangebote.de	1333851989	346589	71046	87906	13378
AA_Pneuhage	561209525	pneuhage-shop.de/AA	1393400394	14370	1611	2789	875
glammedia	235681100	peperita.com	1445507329	6447	2062	3160	975
OMS	1615459509	main-spitze.de	1509083338	82864	21079	29135	8346
IP-Deutschland	2059506885	clipfish.de	1516185562	3061657	625456	951140	376509
RMSI	498868272	ffn.de	1541821349	182280	32874	58037	23782
OMS	1615459509	insuedthueringen.de	1544393642	307210	54122	82684	26983
stroeer_digital_media	571289945	kochrezepte.de/si	1547955054	400943	105970	182936	111030
Smartclip	35854137	segelfilme/smartclip	1603165134	10300	1220	2455	765
OMS	1615459509	lr-online.de	1633990634	623862	109338	162347	48815
glammedia	235681100	ukonio.de	1666783073	74910	31015	47120	29116
HTTPool_BG	1782510139	sofialive.bg	1678099984	56392	23895	30841	18453
OMS mobile	2119689184	schwaebische.de	1687310613	3659	77	246	200
Purpur Media	832539073	autoscout24.at	1694999190	2521762	242323	378053	109152
ENED_DOL	212246380	aggeliestanea.gr	1754037761	10788	1698	2832	1471
glammedia	235681100	citycatwalk.at	1796160161	464	178	226	77
ARBOmedia_PL	651342010	Monetary.pl	1837190159	441	213	250	63
OMS	1615459509	nez.de	1865243082	22074	3725	6167	2028
OMS mobile	2119689184	oberhessische-zeitung.de	1880997205	1632	495	707	339
OMS	1615459509	ivz-aktuell.de	1902823242	150620	27184	38626	10088
HTTPool_UA	1388958105	autocentre.ua	1904685934	37886	12533	19296	8159
ARBOmedia_RO	940807539	automarket.ro	1906906504	288	88	139	77
Clipkit	1934213317	dokuwelten.de/clipkit	1951431034	183	46	71	32
ARBOmedia_RO	940807539	pasiunea.eu	1979360072	2180	783	1163	560
glammedia	235681100	lifestyle-forum.net	2017833921	2742	1554	1916	964
RMSI	498868272	berliner-rundfunk.de	2042085125	16259	6168	8469	3407
Krone.at	1129772991	sendung/welt	2045766324	364811	86567	142406	73989
HTTPool_SR	974965399	economy.rs	2054232780	23384	10242	13285	6761
RMSI	498868272	rautemusik.fm	2073248869	59134	14723	23195	11134
ARBOmedia_RO	940807539	pasagair.ro	2113149416	43	27	32	13
Krone.at	1129772991	sendung/wissen	2145792116	84153	21155	33694	17698
IP-Deutschland	2059506885	vox.de	52498421	1653716	482057	692555	242221
Smartclip	35854137	intergi/smartclip	57354025	82957	36377	53803	30549
OMS	1615459509	helmstedter-nachrichten.de	75753893	27518	5263	8351	2831
24media	832047503	contra.gr	91603679	6647198	581756	849854	222875
ARBOmedia_PL	651342010	meczyki.pl	102843178	4883979	245846	655729	339544
glammedia	235681100	blockstore.net	128631900	1042	520	646	227
ARBOmedia_PL	651342010	video.anyfiles.pl	193326026	2605986	261431	481644	269930
UMM	1576777680	perlentaucher.de	226268064	248453	87321	111219	35938
ARBOmedia_PL	651342010	sexpytania.pl	279972778	4917	2033	2910	1046
MSN	2072193066	money.de.msn.com	290392410	3086900	177026	301946	127837
stroeer_digital_media	571289945	ltur.de	298423049	406921	144103	206785	75445
HTTPool_UA	1388958105	vnutri.info	303103433	853011	160027	281222	89151
LPM_Amaury	1218387167	LPM_Amaury_lequipemag	326308815	119862	46959	63073	27991
glammedia	235681100	perfekt-schminken.de	327479740	63843	25018	34949	15518
Hi-Media	2000907398	rtv.de	362795798	241570	63121	87703	31166
iqdigital	223088769	giga.de	420320849	1473991	643760	828502	267340
RMSI	498868272	radiolausitz.de	427659104	20415	3890	6629	2847
ARBOmedia_PL	651342010	gry-dladzieci.pl	465974954	819894	49390	121956	85022
RMSI	498868272	radio.de	493825440	2251251	314139	579361	213987
ARBOmedia_PL	651342010	HR.pl	587947146	1849	391	906	289
ARBOmedia_PL	651342010	onephoto.net	598554282	57461	7890	10214	1497
ARBOmedia_PL	651342010	zombiak.pl	700836074	51903	1722	3757	1817
HTTPool_BG	1782510139	zar.bg	710084875	11	9	10	6
beead	104260390	recette-dessert	788030358	516	252	338	194
glammedia	235681100	kosmetik-24.info	797198684	182	117	135	66
BEI_container_CEE	53552772	espumisan.pl/o-wzdeciach-bez-zadecia	818024276	1248	543	772	564
dba.dk	1282754190	bilbasen.dk	875042878	6447767	1615863	1794568	153547
OMS	1615459509	verlagshaus-jaumann.de	912271557	67843	13448	18444	5917
glammedia	235681100	farmeramafans.de	946423420	104775	7112	15161	5850
ARBOmedia_PL	651342010	e-banki.com	955117802	4712	2932	3558	2235
AbcStartsiden_NO	1974373083	trening.no	966065163	69614	38500	45108	10167
Clipkit	1934213317	spilgames.com/clipkit	1038167573	5972810	297287	760671	314323
Berlingske.dk	706025601	aoa.dk	1076861809	56271	28955	33645	7990
freeXmedia	1516487384	crossmagazin.de	1088551624	84198	26052	34513	8990
OMS	1615459509	nwzonline.de	1096566693	1142461	269302	375373	136733
glammedia	235681100	hauptstadtmutti.de	1120062652	11677	6042	6765	975
Omnimedia	1629972935	immoscout24.ch/en	1145237655	2659	1145	1484	540
RMSI	498868272	89.0rtl.de	1160762176	423248	96205	126207	32347
Clipkit	1934213317	magazine.de/clipkit	1200155605	933938	256378	384911	185067
LPM_Lagardere	2039924353	LPM_Lagardere_public	1203768817	4282144	1358028	1714507	537352
Goldbach Audience	2137767787	schoolnet.ch/fr	1263543931	2331	589	799	203
ARBOmedia_PL	651342010	blog4u.pl	1264305578	27936	14500	16472	4152
freeXmedia	1516487384	handball-world.com	1336260296	370096	103676	130122	23578
ARBOmedia_PL	651342010	viggo.pl	1336503754	7237	3070	4206	2589
ekstrabladet-Video.dk	1022976999	video.ekstrabladet.dk	1356379543	5036228	1553518	2226333	737913
Billboard cz	622310829	billboard exchange network	1513606589	8556671	586817	1068314	337587
glammedia	235681100	hochaufgeloest.de	1543670236	75	31	34	2
freeXmedia	1516487384	fischentv.de	1553352616	163690	6661	14947	3802
ARBOmedia_PL	651342010	zycze.pl	1642305642	14306	3032	5655	3441
Smartclip	35854137	mindjolt/smartclip	1680181481	142704	8925	25053	15932
iq_digital_mobile	480104072	mobil.weka.de	1765738328	488278	132864	210706	129769
LPM_Mondadori	1043954762	LPM_Mondadori_Pleinevie	1767450138	9596	4670	5739	2866
OMS	1615459509	mittelhessen.de	1775258213	405068	57165	94143	39126
freeXmedia	1516487384	trackmyrace.com	1843718536	29275	5077	7518	2052
ENED_DOL	212246380	tanea.gr	1887545564	2107015	400565	550467	226744
glammedia	235681100	hochzeit-paradies.de	1918620220	3470	940	1573	927
Smartclip	35854137	dshini.net/smartclip	1920886985	417225	11713	14665	1804
glammedia	235681100	bolly-wood.de	1929863740	9269	2370	3639	1840
smartclip_italy	1471916694	fanpage.it	1944967654	992298	259037	413937	247056
Smartclip	35854137	audimark_radios/smartclip	1947921961	37110	8696	15595	9606
adselect	567149294	bauen-wohnen-aktuell.de	1958563070	459691	20734	41335	1948
freeXmedia	1516487384	balancetv.de	1998066184	75004	3883	9023	2907
glammedia	235681100	ps3-talk.de	2019203324	42953	21102	26349	12674
glammedia	235681100	richtigteuer.de	2024874044	9438	5160	6221	2091
medienhaus.com	435938190	woche.at/medienhaus	2083442430	1571501	222850	260923	45630
webads.it	1609693476	skyscanner.it	2114068308	3738351	623374	820857	129011
glammedia	235681100	vidanullvier.de	2121389596	1841	842	1047	378
OMS mobile	2119689184	emsdettenervolkszeitung.de	2137771408	23562	1872	4368	2991
SevenOne Media	1272195681	motortalk.de	2140595761	5473645	955762	1517757	670476
ARBOmedia_PL	651342010	sportwizja.pl	37518648	31265	16015	20665	13609
Ringier	2078540332	boleromagazin.ch	38925674	11589	3891	5276	1381
Smartclip	35854137	DE_Helpster.de/smartclip	39201719	461880	301412	361557	216321
ARBOmedia_PL	651342010	warezisko.net	94745112	2633	569	1032	255
viacom	1238261750	nick.de	139592084	1199181	140737	225823	71019
BEI_container_CEE	53552772	espumisan.com.pl	247472866	2044	744	1122	806
iq_digital_mobile	480104072	mobil.zeit.de	305536934	2016289	296550	499373	300157
ASMI	1569905102	Berliner_Morgenpost_MOBIL	314244012	428386	97325	144778	95770
viacom	1238261750	comedycentral.tv	315890900	59545	19217	27861	10811
LPM_Lagardere	2039924353	LPM_Lagardere_virginradio	369491071	184728	77977	105771	42510
RMSI	498868272	rs2.de	377111182	25784	8838	12477	5568
ARBOmedia_PL	651342010	polskina5.pl	403072760	23223	8316	12625	10915
ARBOmedia_PL	651342010	OSLOSKOP.net	405017656	58295	5088	12352	5874
RMSI	498868272	bigfm-saarland.de	405349038	3881	1409	1922	1030
Informedia_Hu	2088469162	topapro.hu	414077160	2770	871	1300	556
OMS	1615459509	5zwo.de	433331827	4347	229	379	127
webads.it	1609693476	motociclismo.it	448634114	302639	88515	117211	31022
smartclip_italy	1471916694	ilsecoloxix.it	463565588	133992	60403	82537	41310
LPM_TMC	1781256297	LPM_TMC_nt1	479982727	908999	143613	249372	91398
OMS	1615459509	geldsparen.de	511448819	98241	26417	35657	17333
glammedia	235681100	filme-guru.de	523278602	14	9	11	4
Horyzon	2115894781	kapstages.com	523393179	5643	2300	2731	466
Hi-Media	2000907398	gig-guide.de	561862148	15659	7145	9292	4279
medienhaus.com	435938190	salzburg24.at	567385292	394117	90336	122876	32761
Krone.at	1129772991	channel/auto	576364285	117669	32283	52138	28398
ARBOmedia_PL	651342010	4teens.pl	589456760	4728	1715	2693	1674
ARBOmedia_PL	651342010	magazyner.pl	607582648	3547	1707	2279	910
freeXmedia	1516487384	videogameszone.de	620996374	242707	48934	81731	24034
ARBOmedia_PL	651342010	ebrzuszek.pl	659787832	15442	5942	8413	5485
OMS	1615459509	b2b-deutschland.de	693732275	4499	1808	2330	1166
OMS	1615459509	rga-online.de	745656211	268754	60564	83251	24133
glammedia	235681100	windows7-tuning.de	769580810	11429	4886	7059	2921
ASMI	1569905102	wieistmeineip.de	816448140	779636	195363	325546	103145
RMSI	498868272	blickpunkt-asien.com	844890350	113512	16488	25547	1126
glammedia	235681100	thaeger.com	859909930	326	157	181	53
ENED_Phaistos Networks	682513718	bestprice.gr	860992692	1454139	109688	228578	143100
glammedia	235681100	monstersandcritics.de	883975978	19	8	13	7
adselect	567149294	webmasterpro.de	902282252	156113	25142	40293	9321
ARBOmedia_PL	651342010	Msp.pl	904006168	3116	1816	2241	1407
BEI_container_CEE	53552772	espumisan.pl/pytania-i-odpowiedzi/kolka-niemowleca-czyli-duzy-problem-z-malym-brzuszkiem	948637570	714	243	383	287
TripleDoubleU	1704466471	immobilo.de	991459845	339726	75449	120908	49360
SevenOne Media	1272195681	schlagerplanet.de	1003441567	92318	32675	47463	30713
glammedia	235681100	reihesieben.de	1075836746	309	218	247	119
freeXmedia	1516487384	roadbike.de	1121016502	140327	41795	53951	11756
OMS	1615459509	gesund-in-schwaben.de	1122011283	11	11	11	3
beead	104260390	cartes-virtuelles	1140346244	177	96	121	59
Smartclip	35854137	filmon_pf/smartclip	1146126519	1564198	62930	106282	39705
ARBOmedia_PL	651342010	kody.info.pl	1158324152	57397	23982	34431	24195
Goldbach Audience	2137767787	onlinepc.ch	1207070825	22645	5013	6312	2563
ARBOmedia_PL	651342010	dooktor.pl	1217921912	162624	50429	80862	56241
ARBOmedia_PL	651342010	MediaRun.pl	1221722616	16688	6540	8757	4690
SevenOne Media	1272195681	sevenload.com_71i	1241727903	577461	233348	267879	32892
LPM_GMC	1997387604	LPM_GMC_supertoinette	1241780818	889109	456047	557035	265674
Hi-Media	2000907398	sonic-seducer.de	1288571908	11723	5502	7050	3366
N24.se	1403231093	styleroom.se	1304255123	604620	222495	261550	28684
LPM_GroupeSO	560138712	LPM_GroupeSO_lindependant	1334107126	1676078	324830	432659	109500
ARBOmedia_RO	940807539	eva.ro	1360859953	1179071	225217	382806	218681
OMS	1615459509	express.de	1375267731	5869829	1182529	1595196	294069
LPM_NiceMatin	73977969	LPM_NiceMatin_corsematin	1379947727	523978	131498	168881	41764
Goldbach Audience	2137767787	news.heute.ch	1399472745	77400	13590	16376	3955
Goldbach Audience	2137767787	ghi.ch	1420683145	18809	8523	11006	3544
glammedia	235681100	planet-liebe.de	1427270794	814993	339532	403855	152247
OMS	1615459509	rheinpfalz.de	1488504851	423985	63935	106190	30856
beead	104260390	mx2k	1520425444	176227	43442	57996	15484
Goldbach Audience	2137767787	android-schweiz.ch	1547210633	6602	2797	3694	1776
ENED_Antenna TV	490639175	antenna.gr	1567200197	3711876	426199	770776	325418
OMS	1615459509	hna.de	1572070195	1028976	93992	196066	54951
ARBOmedia_PL	651342010	Oiw.pl	1584559000	12135	3523	5472	3345
Smartclip	35854137	spielkarussel.de/smartclip	1617218231	105843	18237	33651	17534
ARBOmedia_PL	651342010	Facet.dlastudenta.pl	1627225368	66595	10319	16041	8862
HTTPool_BG	1782510139	lev.bg	1638503993	12	0	1	1
OMS mobile	2119689184	gelnhaeuser-tageblatt.de	1689236094	1991	820	1087	387
Smartclip	35854137	ustream/smartclip	1714624215	79466	11771	18693	7331
OMS	1615459509	stimme.de	1715584435	43922	7859	10679	2579
RMSI	498868272	radioguetersloh.de	1724230062	105212	23690	35415	11555
RMSI	498868272	partyradio24.de	1793014926	1091	279	459	226
ASMI	1569905102	quoka.de/asmi	1840245612	806473	316126	441182	197920
glammedia	235681100	cooknsoul.de	1880189002	67783	46949	55478	30509
ARBOmedia_PL	651342010	eSports.pl	1883102904	3153	796	1523	831
MSN	2072193066	sport.de.msn.com	1935743720	6627999	511501	875853	381609
SevenOne Media	1272195681	tennis.de	1958487007	28067	4573	8531	4016
IP-Deutschland	2059506885	bestofhome.de	1958498595	218576	136587	160494	82904
Omnimedia	1629972935	jobscout24.ch/fr	1963750181	48931	12726	17462	4839
stroeer_digital_media	571289945	wetteronline.de	2003806647	6676907	1186612	2013120	543757
Omnimedia	1629972935	immoscout24.ch/de	2016694533	3216015	629677	778310	106499
glammedia	235681100	spiele-patches.de	2019281642	313	195	226	126
Hi-Media	2000907398	riddim.de	2063107012	2385	1077	1434	559
webads.it	1609693476	sportando.net	2076338018	8418	3422	4025	671
